Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCG30,20.2,Low fat,0.112549008,Household,123.1,OUT045,2002,Tier 2,Supermarket Type1,1120.54
NCG30,20.2,Low fat,0.196659953,Household,125.8,OUT019,1985,Tier 1,Grocery Store,249.01
NCG42,19.2,Low fat,0.041220035,Household,131.23,OUT035,2004,Tier 2,Supermarket Type1,3635.27
NCG42,19.2,Low fat,0.041227831,Household,129.83,OUT046,1997,Tier 1,Supermarket Type1,1947.47
NCG42,19.2,Low fat,0.066132029,Household,127.83,OUT045,2002,Tier 2,Supermarket Type1,1298.31
NCG42,19.2,Low fat,0.041395775,Household,129.73,OUT018,2009,Tier 3,Supermarket Type2,1298.31
NCG42,19.2,Low fat,0.041291929,Household,130.13,OUT049,1999,Tier 1,Supermarket Type1,1038.65
NCG43,20.2,Low fat,0.074390007,Household,91.45,OUT045,2002,Tier 2,Supermarket Type1,1943.47
NCG43,20.2,Low fat,0.073879939,Household,94.05,OUT027,1985,Tier 3,Supermarket Type3,1850.92
NCG43,20.2,Low fat,0.074541867,Household,94.15,OUT018,2009,Tier 3,Supermarket Type2,1758.38
NCG43,20.2,Low fat,0.074177667,Household,93.25,OUT013,1987,Tier 3,Supermarket Type1,1018.01
NCG43,20.2,Low fat,0.066132029,Household,94.15,OUT046,1997,Tier 1,Supermarket Type1,832.92
NCG43,20.2,Low fat,0.124261614,Household,93.65,OUT010,1998,Tier 3,Grocery Store,277.64
NCG43,20.2,Low fat,0.129983688,Household,93.05,OUT019,1985,Tier 1,Grocery Store,185.09
NCG54,12.1,Low fat,0.079419801,Household,172.31,OUT027,1985,Tier 3,Supermarket Type3,5475.54
NCG54,12.1,Low fat,0.079968115,Household,170.81,OUT045,2002,Tier 2,Supermarket Type1,4619.99
NCG54,12.1,Low fat,0.079806266,Household,172.11,OUT046,1997,Tier 1,Supermarket Type1,3422.21
NCG54,12.1,Low fat,0.080131363,Household,170.91,OUT018,2009,Tier 3,Supermarket Type2,1540
NCG55,16.25,Low fat,0.066132029,Household,115.22,OUT017,2007,Tier 2,Supermarket Type1,3206.49
NCG55,16.25,Low fat,0.039207025,Household,116.12,OUT049,1999,Tier 1,Supermarket Type1,2633.9
NCG55,16.25,Low fat,0.039113587,Household,116.02,OUT013,1987,Tier 3,Supermarket Type1,1488.73
NCH06,12.3,Low fat,0.076183667,Household,245.65,OUT027,1985,Tier 3,Supermarket Type3,3695.19
NCH06,12.3,Low fat,0.076709639,Household,247.85,OUT045,2002,Tier 2,Supermarket Type1,3448.84
NCH06,12.3,Low fat,0.076987408,Household,247.95,OUT017,2007,Tier 2,Supermarket Type1,3202.5
NCH06,12.3,Low fat,0.128136346,Household,248.35,OUT010,1998,Tier 3,Grocery Store,985.38
NCH06,12.3,Low fat,0.076866235,Household,247.15,OUT018,2009,Tier 3,Supermarket Type2,492.69
NCH07,13.15,Low fat,0.092811105,Household,159.76,OUT049,1999,Tier 1,Supermarket Type1,4119.97
NCH07,13.15,Low fat,0.09264951,Household,157.86,OUT035,2004,Tier 2,Supermarket Type1,3803.05
NCH07,13.15,Low fat,0.092854963,Household,158.76,OUT045,2002,Tier 2,Supermarket Type1,3010.75
NCH07,13.15,Low fat,0.092589917,Household,159.56,OUT013,1987,Tier 3,Supermarket Type1,1901.52
NCH07,13.15,Low fat,0.093191195,Household,158.16,OUT017,2007,Tier 2,Supermarket Type1,1426.14
NCH07,13.15,Low fat,0.155105614,Household,157.26,OUT010,1998,Tier 3,Grocery Store,316.92
NCH07,13.15,Low fat,0.162248011,Household,160.46,OUT019,1985,Tier 1,Grocery Store,316.92
NCH18,9.3,Low fat,0.044444956,Household,245.28,OUT027,1985,Tier 3,Supermarket Type3,10072.89
NCH18,9.3,Low fat,0.044624064,Household,245.48,OUT013,1987,Tier 3,Supermarket Type1,3193.84
NCH18,9.3,Low fat,0.044843161,Household,246.18,OUT018,2009,Tier 3,Supermarket Type2,2702.48
NCH18,9.3,Low fat,0.044730667,Household,245.18,OUT049,1999,Tier 1,Supermarket Type1,2456.8
NCH18,9.3,Low fat,0.044652785,Household,247.08,OUT035,2004,Tier 2,Supermarket Type1,1228.4
NCH18,9.3,Low fat,0.074753743,Household,246.48,OUT010,1998,Tier 3,Grocery Store,982.72
NCH29,5.51,Low fat,0.034467286,Health and Hygiene,96.77,OUT035,2004,Tier 2,Supermarket Type1,2642.56
NCH29,5.51,Low fat,0.034445116,Health and Hygiene,95.87,OUT013,1987,Tier 3,Supermarket Type1,2153.2
NCH29,5.51,Low fat,0.034668802,Health and Hygiene,98.57,OUT017,2007,Tier 2,Supermarket Type1,1761.71
NCH29,5.51,Low fat,0.066132029,Health and Hygiene,98.97,OUT018,2009,Tier 3,Supermarket Type2,1565.96
NCH29,5.51,Low fat,0.034543718,Health and Hygiene,99.77,OUT045,2002,Tier 2,Supermarket Type1,978.73
NCH30,17.1,Low fat,0.067141355,Household,114.59,OUT035,2004,Tier 2,Supermarket Type1,2942.84
NCH30,17.1,Low fat,0.06725846,Household,115.19,OUT049,1999,Tier 1,Supermarket Type1,2490.09
NCH30,17.1,Low fat,0.066828857,Household,114.19,OUT027,1985,Tier 3,Supermarket Type3,1924.16
NCH30,17.1,Low fat,0.067290244,Household,114.59,OUT045,2002,Tier 2,Supermarket Type1,1584.6
NCH30,17.1,Low fat,0.066132029,Household,114.69,OUT018,2009,Tier 3,Supermarket Type2,1358.23
NCH30,17.1,Low fat,0.067154053,Household,114.39,OUT046,1997,Tier 1,Supermarket Type1,1245.05
NCH30,17.1,Low fat,0.112402118,Household,112.99,OUT010,1998,Tier 3,Grocery Store,113.19
NCH42,6.86,Low fat,0.036360386,Household,231.6,OUT027,1985,Tier 3,Supermarket Type3,7580.13
NCH42,6.86,Low fat,0.03674399,Household,231.2,OUT017,2007,Tier 2,Supermarket Type1,6201.93
NCH42,6.86,Low fat,0.036530411,Household,227.8,OUT035,2004,Tier 2,Supermarket Type1,3904.92
NCH42,6.86,Low fat,0.036686158,Household,229.6,OUT018,2009,Tier 3,Supermarket Type2,2526.71
NCH42,6.86,Low fat,0.061155983,Household,228.4,OUT010,1998,Tier 3,Grocery Store,229.7
NCH43,8.42,Low fat,0.070712031,Household,216.42,OUT045,2002,Tier 2,Supermarket Type1,3020.07
NCH43,8.42,Low fat,0.070555571,Household,216.02,OUT035,2004,Tier 2,Supermarket Type1,2372.91
NCH43,8.42,Low fat,0.070968081,Household,215.92,OUT017,2007,Tier 2,Supermarket Type1,1941.47
NCH43,8.42,Low fat,0.070510189,Household,214.42,OUT013,1987,Tier 3,Supermarket Type1,1725.75
NCH43,8.42,Low fat,0.070856383,Household,217.42,OUT018,2009,Tier 3,Supermarket Type2,431.44
NCH43,8.42,Low fat,0.123557061,Household,216.62,OUT019,1985,Tier 1,Grocery Store,215.72
NCH54,13.5,Low fat,0.072655379,Household,157.79,OUT035,2004,Tier 2,Supermarket Type1,3994.8
NCH54,13.5,Low fat,0.072317217,Household,160.79,OUT027,1985,Tier 3,Supermarket Type3,3675.22
NCH54,13.5,Low fat,0.072965144,Household,160.69,OUT018,2009,Tier 3,Supermarket Type2,1917.5
NCH54,13.5,Low fat,0.07266912,Household,160.29,OUT046,1997,Tier 1,Supermarket Type1,1438.13
NCH54,13.5,Low fat,0.12163321,Household,161.69,OUT010,1998,Tier 3,Grocery Store,159.79
NCH54,13.5,Low fat,0.127234249,Household,158.39,OUT019,1985,Tier 1,Grocery Store,159.79
NCH55,16.35,Low fat,0.034726222,Household,125.6,OUT049,1999,Tier 1,Supermarket Type1,3036.05
NCH55,16.35,Low fat,0.034504414,Household,125.2,OUT027,1985,Tier 3,Supermarket Type3,2783.04
NCH55,16.35,Low fat,0.066132029,Household,127.9,OUT017,2007,Tier 2,Supermarket Type1,2150.53
NCH55,16.35,Low fat,0.034813556,Household,128.4,OUT018,2009,Tier 3,Supermarket Type2,1265.02
NCH55,16.35,Low fat,0.034742632,Household,127.4,OUT045,2002,Tier 2,Supermarket Type1,759.01
NCH55,16.35,Low fat,0.060706749,Household,127.5,OUT019,1985,Tier 1,Grocery Store,379.51
NCH55,16.35,Low fat,0.058034349,Household,124.8,OUT010,1998,Tier 3,Grocery Store,253
NCI06,11.3,Low fat,0.047791878,Household,180.77,OUT049,1999,Tier 1,Supermarket Type1,5033.45
NCI06,11.3,Low fat,0.047814463,Household,179.27,OUT045,2002,Tier 2,Supermarket Type1,5033.45
NCI06,11.3,Low fat,0.04767798,Household,181.47,OUT013,1987,Tier 3,Supermarket Type1,3775.09
NCI06,11.3,Low fat,0.047912071,Household,179.87,OUT018,2009,Tier 3,Supermarket Type2,1258.36
NCI06,11.3,Low fat,0.083547515,Household,179.17,OUT019,1985,Tier 1,Grocery Store,359.53
NCI17,8.645,Low fat,0.1442339,Health and Hygiene,95.44,OUT017,2007,Tier 2,Supermarket Type1,3282.39
NCI17,8.645,Low fat,0.142728113,Health and Hygiene,95.14,OUT027,1985,Tier 3,Supermarket Type3,2510.07
NCI17,8.645,Low fat,0.143422643,Health and Hygiene,95.84,OUT046,1997,Tier 1,Supermarket Type1,2027.36
NCI17,8.645,Low fat,0.144006886,Health and Hygiene,94.74,OUT018,2009,Tier 3,Supermarket Type2,1061.95
NCI17,8.645,Low fat,0.143713508,Health and Hygiene,96.64,OUT045,2002,Tier 2,Supermarket Type1,868.87
NCI17,8.645,Low fat,0.143303291,Health and Hygiene,96.34,OUT013,1987,Tier 3,Supermarket Type1,193.08
NCI18,18.35,Low fat,0.013956116,Household,222.37,OUT027,1985,Tier 3,Supermarket Type3,5609.37
NCI18,18.35,Low fat,0.014081156,Household,223.57,OUT018,2009,Tier 3,Supermarket Type2,3589.99
NCI18,18.35,Low fat,0.014024028,Household,224.57,OUT046,1997,Tier 1,Supermarket Type1,2692.5
NCI18,18.35,Low fat,0.014045832,Household,222.77,OUT049,1999,Tier 1,Supermarket Type1,1570.62
NCI18,18.35,Low fat,0.014103354,Household,225.47,OUT017,2007,Tier 2,Supermarket Type1,1346.25
NCI18,18.35,Low fat,0.014052469,Household,224.07,OUT045,2002,Tier 2,Supermarket Type1,1346.25
NCI29,8.6,Low fat,0.032463574,Health and Hygiene,139.92,OUT027,1985,Tier 3,Supermarket Type3,4963.54
NCI29,8.6,Low fat,0.032621545,Health and Hygiene,143.22,OUT046,1997,Tier 1,Supermarket Type1,2127.23
NCI29,8.6,Low fat,0.032806066,Health and Hygiene,143.62,OUT017,2007,Tier 2,Supermarket Type1,2127.23
NCI29,8.6,Low fat,0.032687702,Health and Hygiene,140.92,OUT045,2002,Tier 2,Supermarket Type1,1134.52
NCI29,8.6,Low fat,0.032615377,Health and Hygiene,142.92,OUT035,2004,Tier 2,Supermarket Type1,992.71
NCI29,8.6,Low fat,0.032672263,Health and Hygiene,141.22,OUT049,1999,Tier 1,Supermarket Type1,709.08
NCI29,8.6,Low fat,0.054601779,Health and Hygiene,141.12,OUT010,1998,Tier 3,Grocery Store,425.45
NCI29,8.6,Low fat,0.032754431,Health and Hygiene,140.52,OUT018,2009,Tier 3,Supermarket Type2,283.63
NCI30,20.25,Low fat,0.0591756,Household,245.05,OUT018,2009,Tier 3,Supermarket Type2,4680.57
NCI30,20.25,Low fat,0.059268885,Household,246.45,OUT017,2007,Tier 2,Supermarket Type1,3695.19
NCI30,20.25,Low fat,0.058935522,Household,246.65,OUT046,1997,Tier 1,Supermarket Type1,2463.46
NCI30,20.25,Low fat,0.059055045,Household,247.35,OUT045,2002,Tier 2,Supermarket Type1,1970.77
NCI30,20.25,Low fat,0.058886477,Household,245.55,OUT013,1987,Tier 3,Supermarket Type1,1724.42
NCI30,20.25,Low fat,0.103188491,Household,244.35,OUT019,1985,Tier 1,Grocery Store,246.35
NCI31,20,Low fat,0.081492092,Others,35.52,OUT045,2002,Tier 2,Supermarket Type1,1025.33
NCI31,20,Low fat,0.080933328,Others,37.52,OUT027,1985,Tier 3,Supermarket Type3,842.24
NCI31,20,Low fat,0.0814536,Others,36.82,OUT049,1999,Tier 1,Supermarket Type1,769
NCI31,20,Low fat,0.08165845,Others,35.02,OUT018,2009,Tier 3,Supermarket Type2,585.9
NCI31,20,Low fat,0.08131178,Others,37.82,OUT035,2004,Tier 2,Supermarket Type1,439.43
NCI31,20,Low fat,0.136124989,Others,38.32,OUT010,1998,Tier 3,Grocery Store,146.48
NCI31,20,Low fat,0.142393355,Others,36.42,OUT019,1985,Tier 1,Grocery Store,109.86
NCI42,18.75,Low fat,0.01031535,Household,208.5,OUT027,1985,Tier 3,Supermarket Type3,3751.12
NCI42,18.75,Low fat,0.010365546,Household,207.1,OUT046,1997,Tier 1,Supermarket Type1,3125.93
NCI42,18.75,Low fat,0.01035692,Household,208.4,OUT013,1987,Tier 3,Supermarket Type1,2709.14
NCI42,18.75,Low fat,0.01040777,Household,209.5,OUT018,2009,Tier 3,Supermarket Type2,2500.74
NCI42,18.75,Low fat,0.010381661,Household,207.9,OUT049,1999,Tier 1,Supermarket Type1,2292.35
NCI42,18.75,Low fat,0.010363586,Household,207.2,OUT035,2004,Tier 2,Supermarket Type1,1667.16
NCI43,19.85,Low fat,0.025842951,Household,48.64,OUT027,1985,Tier 3,Supermarket Type3,1677.82
NCI43,19.85,Low fat,0.025963795,Household,46.34,OUT035,2004,Tier 2,Supermarket Type1,1150.5
NCI43,19.85,Low fat,0.025968706,Household,49.54,OUT046,1997,Tier 1,Supermarket Type1,1006.69
NCI43,19.85,Low fat,0.025947095,Household,46.94,OUT013,1987,Tier 3,Supermarket Type1,575.25
NCI43,19.85,Low fat,0.026074491,Household,48.64,OUT018,2009,Tier 3,Supermarket Type2,575.25
NCI43,19.85,Low fat,0.026115595,Household,49.04,OUT017,2007,Tier 2,Supermarket Type1,143.81
NCI54,15.2,Low fat,0.033436336,Household,107.39,OUT027,1985,Tier 3,Supermarket Type3,3057.35
NCI54,15.2,Low fat,0.033651278,Household,108.99,OUT049,1999,Tier 1,Supermarket Type1,1965.44
NCI54,15.2,Low fat,0.033735909,Household,110.99,OUT018,2009,Tier 3,Supermarket Type2,1856.25
NCI54,15.2,Low fat,0.033592687,Household,108.19,OUT035,2004,Tier 2,Supermarket Type1,1856.25
NCI54,15.2,Low fat,0.066132029,Household,110.49,OUT017,2007,Tier 2,Supermarket Type1,1637.87
NCI54,15.2,Low fat,0.03366718,Household,109.69,OUT045,2002,Tier 2,Supermarket Type1,1419.49
NCI54,15.2,Low fat,0.033599041,Household,107.79,OUT046,1997,Tier 1,Supermarket Type1,1091.91
NCI54,15.2,Low fat,0.058827583,Household,110.49,OUT019,1985,Tier 1,Grocery Store,436.76
NCI54,15.2,Low fat,0.056237906,Household,110.79,OUT010,1998,Tier 3,Grocery Store,109.19
NCI55,18.6,Low fat,0.012592289,Household,123.34,OUT027,1985,Tier 3,Supermarket Type3,4751.81
NCI55,18.6,Low fat,0.012673238,Household,121.54,OUT049,1999,Tier 1,Supermarket Type1,4020.77
NCI55,18.6,Low fat,0.012679226,Household,120.94,OUT045,2002,Tier 2,Supermarket Type1,2680.51
NCI55,18.6,Low fat,0.012651172,Household,123.14,OUT035,2004,Tier 2,Supermarket Type1,2314.99
NCI55,18.6,Low fat,0.012643035,Household,119.84,OUT013,1987,Tier 3,Supermarket Type1,365.52
NCJ05,18.7,Low fat,0.046088273,Health and Hygiene,153.67,OUT046,1997,Tier 1,Supermarket Type1,3506.77
NCJ05,18.7,Low fat,0.04604992,Health and Hygiene,151.97,OUT013,1987,Tier 3,Supermarket Type1,3354.3
NCJ05,18.7,Low fat,0.045865089,Health and Hygiene,152.37,OUT027,1985,Tier 3,Supermarket Type3,2287.02
NCJ05,18.7,Low fat,0.046079558,Health and Hygiene,151.57,OUT035,2004,Tier 2,Supermarket Type1,1982.09
NCJ05,18.7,Low fat,0.046159928,Health and Hygiene,152.37,OUT049,1999,Tier 1,Supermarket Type1,1677.15
NCJ05,18.7,Low fat,0.046348967,Health and Hygiene,153.67,OUT017,2007,Tier 2,Supermarket Type1,1677.15
NCJ06,20.1,Low fat,0.034848629,Household,118.68,OUT017,2007,Tier 2,Supermarket Type1,2502.74
NCJ06,20.1,Low fat,0.034623782,Household,118.98,OUT013,1987,Tier 3,Supermarket Type1,1549.32
NCJ06,20.1,Low fat,0.034646067,Household,120.68,OUT035,2004,Tier 2,Supermarket Type1,1310.96
NCJ06,20.1,Low fat,0.060672263,Household,119.88,OUT019,1985,Tier 1,Grocery Store,238.36
NCJ17,7.68,Low fat,0.152865879,Health and Hygiene,84.92,OUT045,2002,Tier 2,Supermarket Type1,1619.23
NCJ17,7.68,Low fat,0.153177941,Health and Hygiene,85.22,OUT018,2009,Tier 3,Supermarket Type2,1278.34
NCJ17,7.68,Low fat,0.152429537,Health and Hygiene,85.52,OUT013,1987,Tier 3,Supermarket Type1,1278.34
NCJ17,7.68,Low fat,0.153419412,Health and Hygiene,86.42,OUT017,2007,Tier 2,Supermarket Type1,511.33
NCJ17,7.68,Low fat,0.255348289,Health and Hygiene,84.42,OUT010,1998,Tier 3,Grocery Store,170.44
NCJ18,12.35,Low fat,0.163805509,Household,117.61,OUT013,1987,Tier 3,Supermarket Type1,3910.91
NCJ18,12.35,Low fat,0.163148041,Household,116.61,OUT027,1985,Tier 3,Supermarket Type3,3199.83
NCJ18,12.35,Low fat,0.164274416,Household,119.81,OUT045,2002,Tier 2,Supermarket Type1,2133.22
NCJ18,12.35,Low fat,0.164196823,Household,120.51,OUT049,1999,Tier 1,Supermarket Type1,2133.22
NCJ18,12.35,Low fat,0.163941937,Household,117.01,OUT046,1997,Tier 1,Supermarket Type1,1540.66
NCJ18,12.35,Low fat,0.163910938,Household,119.21,OUT035,2004,Tier 2,Supermarket Type1,1303.64
NCJ18,12.35,Low fat,0.274405193,Household,117.11,OUT010,1998,Tier 3,Grocery Store,355.54
NCJ19,18.6,Low fat,0.117607719,Others,55.26,OUT027,1985,Tier 3,Supermarket Type3,2748.42
NCJ19,18.6,Low fat,0.118419683,Others,58.36,OUT045,2002,Tier 2,Supermarket Type1,1545.99
NCJ19,18.6,Low fat,0.118180011,Others,56.26,OUT046,1997,Tier 1,Supermarket Type1,1030.66
NCJ19,18.6,Low fat,0.118661426,Others,58.76,OUT018,2009,Tier 3,Supermarket Type2,858.88
NCJ19,18.6,Low fat,0.19780911,Others,55.66,OUT010,1998,Tier 3,Grocery Store,114.52
NCJ29,10.6,Low fat,0.035022503,Health and Hygiene,85.12,OUT027,1985,Tier 3,Supermarket Type3,2045.34
NCJ29,10.6,Low fat,0.035247642,Health and Hygiene,84.72,OUT049,1999,Tier 1,Supermarket Type1,1619.23
NCJ29,10.6,Low fat,0.035336287,Health and Hygiene,87.02,OUT018,2009,Tier 3,Supermarket Type2,1193.11
NCJ29,10.6,Low fat,0.035186271,Health and Hygiene,85.12,OUT035,2004,Tier 2,Supermarket Type1,1193.11
NCJ29,10.6,Low fat,0.035163639,Health and Hygiene,84.42,OUT013,1987,Tier 3,Supermarket Type1,852.22
NCJ29,10.6,Low fat,0.035264298,Health and Hygiene,86.12,OUT045,2002,Tier 2,Supermarket Type1,426.11
NCJ30,5.82,Low fat,0.080249973,Household,168.68,OUT027,1985,Tier 3,Supermarket Type3,4923.59
NCJ30,5.82,Low fat,0.080804019,Household,171.48,OUT045,2002,Tier 2,Supermarket Type1,4074.7
NCJ30,5.82,Low fat,0.080640478,Household,167.78,OUT046,1997,Tier 1,Supermarket Type1,2886.24
NCJ30,5.82,Low fat,0.066132029,Household,169.38,OUT013,1987,Tier 3,Supermarket Type1,2376.91
NCJ30,5.82,Low fat,0.080968973,Household,171.38,OUT018,2009,Tier 3,Supermarket Type2,2037.35
NCJ30,5.82,Low fat,0.080765853,Household,169.18,OUT049,1999,Tier 1,Supermarket Type1,2037.35
NCJ30,5.82,Low fat,0.08062523,Household,168.38,OUT035,2004,Tier 2,Supermarket Type1,1188.45
NCJ30,5.82,Low fat,0.081096613,Household,170.38,OUT017,2007,Tier 2,Supermarket Type1,1018.67
NCJ30,5.82,Low fat,0.134975628,Household,170.58,OUT010,1998,Tier 3,Grocery Store,509.34
NCJ31,19.2,Low fat,0.182501773,Others,239.22,OUT013,1987,Tier 3,Supermarket Type1,5061.41
NCJ31,19.2,Low fat,0.181769264,Others,240.62,OUT027,1985,Tier 3,Supermarket Type3,4579.37
NCJ31,19.2,Low fat,0.18293775,Others,243.02,OUT049,1999,Tier 1,Supermarket Type1,3615.29
NCJ31,19.2,Low fat,0.182653772,Others,243.02,OUT046,1997,Tier 1,Supermarket Type1,3374.27
NCJ31,19.2,Low fat,0.183686937,Others,241.82,OUT017,2007,Tier 2,Supermarket Type1,1687.14
NCJ42,19.75,Low fat,0.01438222,Household,102.23,OUT017,2007,Tier 2,Supermarket Type1,3076
NCJ42,19.75,Low fat,0.01433033,Household,104.23,OUT045,2002,Tier 2,Supermarket Type1,2153.2
NCJ42,19.75,Low fat,0.014232071,Household,100.93,OUT027,1985,Tier 3,Supermarket Type3,1743.06
NCJ42,19.75,Low fat,0.014359584,Household,100.83,OUT018,2009,Tier 3,Supermarket Type2,1538
NCJ42,19.75,Low fat,0.014301326,Household,103.03,OUT046,1997,Tier 1,Supermarket Type1,1230.4
NCJ42,19.75,Low fat,0.025039776,Household,102.73,OUT019,1985,Tier 1,Grocery Store,410.13
NCJ43,6.635,Low fat,0.026938317,Household,174.14,OUT027,1985,Tier 3,Supermarket Type3,4012.11
NCJ43,6.635,Low fat,0.027222517,Household,174.04,OUT017,2007,Tier 2,Supermarket Type1,2093.28
NCJ43,6.635,Low fat,0.027069402,Household,174.94,OUT046,1997,Tier 1,Supermarket Type1,1744.4
NCJ43,6.635,Low fat,0.045308629,Household,173.14,OUT010,1998,Tier 3,Grocery Store,348.88
NCJ54,9.895,Low fat,0.060188932,Household,233.06,OUT045,2002,Tier 2,Supermarket Type1,6041.47
NCJ54,9.895,Low fat,0.059776237,Household,231.76,OUT027,1985,Tier 3,Supermarket Type3,5344.38
NCJ54,9.895,Low fat,0.060067115,Household,230.66,OUT046,1997,Tier 1,Supermarket Type1,4647.28
NCJ54,9.895,Low fat,0.060017128,Household,230.86,OUT013,1987,Tier 3,Supermarket Type1,4414.92
NCJ54,9.895,Low fat,0.060055757,Household,234.26,OUT035,2004,Tier 2,Supermarket Type1,3717.83
NCK05,20.1,Low fat,0.077389797,Health and Hygiene,60.85,OUT013,1987,Tier 3,Supermarket Type1,1347.58
NCK05,20.1,Low fat,0.077439606,Health and Hygiene,60.65,OUT035,2004,Tier 2,Supermarket Type1,980.06
NCK05,20.1,Low fat,0.077769768,Health and Hygiene,63.05,OUT018,2009,Tier 3,Supermarket Type2,980.06
NCK05,20.1,Low fat,0.077892365,Health and Hygiene,59.35,OUT017,2007,Tier 2,Supermarket Type1,918.8
NCK05,20.1,Low fat,0.077079177,Health and Hygiene,61.55,OUT027,1985,Tier 3,Supermarket Type3,918.8
NCK05,20.1,Low fat,0.077454252,Health and Hygiene,59.25,OUT046,1997,Tier 1,Supermarket Type1,735.04
NCK05,20.1,Low fat,0.066132029,Health and Hygiene,61.35,OUT010,1998,Tier 3,Grocery Store,183.76
NCK05,20.1,Low fat,0.135612397,Health and Hygiene,61.15,OUT019,1985,Tier 1,Grocery Store,61.25
NCK06,5.03,Low fat,0.008644894,Household,122.68,OUT035,2004,Tier 2,Supermarket Type1,2665.86
NCK06,5.03,Low fat,0.008639333,Household,122.28,OUT013,1987,Tier 3,Supermarket Type1,2059.99
NCK06,5.03,Low fat,0.008604657,Household,123.18,OUT027,1985,Tier 3,Supermarket Type3,1211.76
NCK06,5.03,Low fat,0.008664064,Household,119.38,OUT045,2002,Tier 2,Supermarket Type1,605.88
NCK06,5.03,Low fat,0.014472516,Household,122.08,OUT010,1998,Tier 3,Grocery Store,121.18
NCK07,10.65,Low fat,0.048762383,Others,165.25,OUT049,1999,Tier 1,Supermarket Type1,3946.86
NCK07,10.65,Low fat,0.04896208,Others,165.85,OUT017,2007,Tier 2,Supermarket Type1,3946.86
NCK07,10.65,Low fat,0.048677482,Others,166.15,OUT035,2004,Tier 2,Supermarket Type1,2466.79
NCK07,10.65,Low fat,0.048885018,Others,166.15,OUT018,2009,Tier 3,Supermarket Type2,1973.43
NCK07,10.65,Low fat,0.048686689,Others,164.15,OUT046,1997,Tier 1,Supermarket Type1,1808.98
NCK07,10.65,Low fat,0.048785427,Others,163.95,OUT045,2002,Tier 2,Supermarket Type1,1644.53
NCK17,11,Low fat,0.037711338,Health and Hygiene,41.55,OUT027,1985,Tier 3,Supermarket Type3,1358.23
NCK17,11,Low fat,0.037953762,Health and Hygiene,38.45,OUT049,1999,Tier 1,Supermarket Type1,1198.44
NCK17,11,Low fat,0.037971697,Health and Hygiene,38.95,OUT045,2002,Tier 2,Supermarket Type1,519.32
NCK17,11,Low fat,0.038109194,Health and Hygiene,40.95,OUT017,2007,Tier 2,Supermarket Type1,479.38
NCK17,11,Low fat,0.03786331,Health and Hygiene,40.95,OUT013,1987,Tier 3,Supermarket Type1,319.58
NCK17,11,Low fat,0.066132029,Health and Hygiene,40.35,OUT019,1985,Tier 1,Grocery Store,79.9
NCK18,9.6,Low fat,0.066132029,Household,163.92,OUT035,2004,Tier 2,Supermarket Type1,4293.08
NCK18,9.6,Low fat,0.006665667,Household,164.12,OUT027,1985,Tier 3,Supermarket Type3,3797.72
NCK18,9.6,Low fat,0.006708517,Household,164.62,OUT049,1999,Tier 1,Supermarket Type1,2972.13
NCK18,9.6,Low fat,0.006725388,Household,165.92,OUT018,2009,Tier 3,Supermarket Type2,2972.13
NCK18,9.6,Low fat,0.006692529,Household,164.92,OUT013,1987,Tier 3,Supermarket Type1,2972.13
NCK18,9.6,Low fat,0.066132029,Household,164.22,OUT045,2002,Tier 2,Supermarket Type1,1981.42
NCK18,9.6,Low fat,0.011211251,Household,166.92,OUT010,1998,Tier 3,Grocery Store,660.47
NCK19,9.8,Low fat,0.090649107,Others,194.35,OUT045,2002,Tier 2,Supermarket Type1,4649.95
NCK19,9.8,Low fat,0.090834158,Others,192.25,OUT018,2009,Tier 3,Supermarket Type2,4068.7
NCK19,9.8,Low fat,0.09046564,Others,193.65,OUT046,1997,Tier 1,Supermarket Type1,3099.96
NCK19,9.8,Low fat,0.090390357,Others,192.15,OUT013,1987,Tier 3,Supermarket Type1,2324.97
NCK19,9.8,Low fat,0.090448534,Others,194.55,OUT035,2004,Tier 2,Supermarket Type1,774.99
NCK19,9.8,Low fat,0.151420934,Others,194.35,OUT010,1998,Tier 3,Grocery Store,387.5
NCK29,5.615,Low fat,0.066132029,Health and Hygiene,125.17,OUT027,1985,Tier 3,Supermarket Type3,3572.02
NCK29,5.615,Low fat,0.126480422,Health and Hygiene,121.57,OUT017,2007,Tier 2,Supermarket Type1,3202.5
NCK29,5.615,Low fat,0.125964559,Health and Hygiene,124.77,OUT049,1999,Tier 1,Supermarket Type1,2956.15
NCK29,5.615,Low fat,0.066132029,Health and Hygiene,121.97,OUT046,1997,Tier 1,Supermarket Type1,2463.46
NCK29,5.615,Low fat,0.12574524,Health and Hygiene,122.47,OUT035,2004,Tier 2,Supermarket Type1,1354.9
NCK29,5.615,Low fat,0.12566436,Health and Hygiene,123.47,OUT013,1987,Tier 3,Supermarket Type1,1231.73
NCK29,5.615,Low fat,0.066132029,Health and Hygiene,123.47,OUT019,1985,Tier 1,Grocery Store,369.52
NCK29,5.615,Low fat,0.210511558,Health and Hygiene,121.37,OUT010,1998,Tier 3,Grocery Store,123.17
NCK30,14.85,Low fat,0.060927824,Household,254.87,OUT013,1987,Tier 3,Supermarket Type1,4819.73
